,Type,File ID,Start Time,Duration,SType,STypeNew
1487,Elan,alma-a1-nsb,7656.32,0.61,FAT,MAL
1488,Elan,alma-a1-nsb,7656.93,1.29,FAT,MAL
1489,Elan,alma-a1-nsb,7660.91,0.41,FAT,MAL
1490,Elan,alma-a1-nsb,7661.71,0.52,FAT,MAL
1491,Elan,alma-a1-nsb,7662.57,1.53,FAT,MAL
1492,Elan,alma-a1-nsb,7668.17,0.42,FAT,MAL
1493,Elan,alma-a1-nsb,7669.13,0.58,FAT,MAL
1494,Elan,alma-a1-nsb,7671.39,1.44,FAT,MAL
1495,Elan,alma-a1-nsb,7674.58,1.38,FAT,MAL
1496,Elan,alma-a1-nsb,7679.12,1.45,FAT,MAL
1497,Elan,alma-a1-nsb,7682.29,0.81,FAT,MAL
1498,Elan,alma-a1-nsb,7683.1,0.64,FAT,MAL
1499,Elan,alma-a1-nsb,7683.74,0.58,FAT,MAL
1500,Elan,alma-a1-nsb,7686.04,1.49,FAT,MAL
1501,Elan,alma-a1-nsb,7689.62,0.66,FAT,MAL
1502,Elan,alma-a1-nsb,7698.0,1.23,FAT,MAL
1503,Elan,alma-a1-nsb,7700.59,1.16,FAT,MAL
1504,Elan,alma-a1-nsb,7704.64,0.65,FAT,MAL
1505,Elan,alma-a1-nsb,7708.7,1.94,FAT,MAL
1506,Elan,alma-a1-nsb,7712.87,7.09,FAT,MAL
1507,Elan,alma-a1-nsb,7720.97,2.32,FAT,MAL
1508,Elan,alma-a1-nsb,7726.09,3.49,FAT,MAL
1509,Elan,alma-a1-nsb,7731.44,0.8,FAT,MAL
1510,Elan,alma-a1-nsb,7737.74,1.15,FAT,MAL
1511,Elan,alma-a1-nsb,7740.78,1.55,FAT,MAL
1512,Elan,alma-a1-nsb,7752.22,0.6,FAT,MAL
1513,Elan,alma-a1-nsb,7753.25,1.03,FAT,MAL
1514,Elan,alma-a1-nsb,7754.39,1.45,FAT,MAL
1515,Elan,alma-a1-nsb,7756.16,0.46,FAT,MAL
1516,Elan,alma-a1-nsb,7757.54,2.28,FAT,MAL
1517,Elan,alma-a1-nsb,7760.42,3.25,FAT,MAL
1518,Elan,alma-a1-nsb,7764.41,2.17,FAT,MAL
1519,Elan,alma-a1-nsb,7766.96,0.93,FAT,MAL
1520,Elan,alma-a1-nsb,7769.49,1.54,FAT,MAL
1521,Elan,alma-a1-nsb,7772.8,1.12,FAT,MAL
1522,Elan,alma-a1-nsb,7777.61,1.49,FAT,MAL
1523,Elan,alma-a1-nsb,7779.1,0.88,FAT,MAL
1524,Elan,alma-a1-nsb,7780.55,0.45,FAT,MAL
1525,Elan,alma-a1-nsb,7782.19,0.83,FAT,MAL
1526,Elan,alma-a1-nsb,7783.74,0.87,FAT,MAL
1527,Elan,alma-a1-nsb,7786.52,2.29,FAT,MAL
1528,Elan,alma-a1-nsb,7789.61,0.84,FAT,MAL
1529,Elan,alma-a1-nsb,7796.41,0.71,FAT,MAL
1530,Elan,alma-a1-nsb,7801.94,1.36,FAT,MAL
1531,Elan,alma-a1-nsb,7807.25,0.64,FAT,MAL
1532,Elan,alma-a1-nsb,7828.73,0.98,FAT,MAL
1533,Elan,alma-a1-nsb,7832.1,2.23,FAT,MAL
1534,Elan,alma-a1-nsb,7845.97,1.74,FAT,MAL
1535,Elan,alma-a1-nsb,7847.97,1.12,FAT,MAL
1536,Elan,alma-a1-nsb,7852.7,0.69,FAT,MAL
1537,Elan,alma-a1-nsb,7855.96,0.96,FAT,MAL
1538,Elan,alma-a1-nsb,7859.45,2.91,FAT,MAL
1539,Elan,alma-a1-nsb,7870.17,0.8,FAT,MAL
1540,Elan,alma-a1-nsb,7911.45,1.57,FAT,MAL
1541,Elan,alma-a1-nsb,7940.81,1.23,FAT,MAL
1542,Elan,alma-a1-nsb,7956.17,0.81,FAT,MAL
1543,Elan,alma-a1-nsb,7957.44,1.98,FAT,MAL
1544,Elan,alma-a1-nsb,7966.98,6.86,FAT,MAL
1545,Elan,alma-a1-nsb,7986.05,0.64,FAT,MAL
1546,Elan,alma-a1-nsb,8015.03,5.24,FAT,MAL
1547,Elan,alma-a1-nsb,8022.0,2.42,FAT,MAL
1548,Elan,alma-a1-nsb,8026.51,3.02,FAT,MAL
1549,Elan,alma-a1-nsb,8040.81,0.6,FAT,MAL
1550,Elan,alma-a1-nsb,8044.01,2.15,FAT,MAL
1551,Elan,alma-a1-nsb,8104.09,0.9,FAT,MAL
1552,Elan,alma-a1-nsb,8106.48,0.42,FAT,MAL
1553,Elan,alma-a1-nsb,8109.04,0.32,FAT,MAL
1554,Elan,alma-a1-nsb,8111.71,0.29,FAT,MAL
1555,Elan,alma-a1-nsb,8112.41,1.0,FAT,MAL
1556,Elan,alma-a1-nsb,8114.84,1.43,FAT,MAL
1557,Elan,alma-a1-nsb,8120.61,1.43,FAT,MAL
1558,Elan,alma-a1-nsb,8129.29,0.96,FAT,MAL
1559,Elan,alma-a1-nsb,8135.59,1.04,FAT,MAL
1560,Elan,alma-a1-nsb,8139.8,4.56,FAT,MAL
1561,Elan,alma-a1-nsb,8145.02,0.74,FAT,MAL
1562,Elan,alma-a1-nsb,8145.92,0.57,FAT,MAL
1563,Elan,alma-a1-nsb,8148.92,0.45,FAT,MAL
1564,Elan,alma-a1-nsb,8150.76,0.76,FAT,MAL
1565,Elan,alma-a1-nsb,8163.87,0.49,FAT,MAL
1566,Elan,alma-a1-nsb,8165.96,0.33,FAT,MAL
1567,Elan,alma-a1-nsb,8173.89,1.11,FAT,MAL
1568,Elan,alma-a1-nsb,8188.35,1.06,FAT,MAL
1569,Elan,alma-a1-nsb,8200.27,0.71,FAT,MAL
1570,Elan,alma-a1-nsb,8206.26,0.59,FAT,MAL
1571,Elan,alma-a1-nsb,8209.56,3.69,FAT,MAL
1572,Elan,alma-a1-nsb,8214.66,1.43,FAT,MAL
1573,Elan,alma-a1-nsb,8272.46,0.58,FAT,MAL
1574,Elan,alma-a1-nsb,8274.02,3.79,FAT,MAL
1575,Elan,alma-a1-nsb,8278.72,0.42,FAT,MAL
1576,Elan,alma-a1-nsb,8279.58,1.01,FAT,MAL
1577,Elan,alma-a1-nsb,8326.55,0.58,FAT,MAL
1578,Elan,alma-a1-nsb,8329.81,2.54,FAT,MAL
1579,Elan,alma-a1-nsb,8335.92,0.38,FAT,MAL
1580,Elan,alma-a1-nsb,8377.12,0.76,FAT,MAL
1581,Elan,alma-a1-nsb,8379.27,1.04,FAT,MAL
1582,Elan,alma-a1-nsb,8382.19,0.92,FAT,MAL
1583,Elan,alma-a1-nsb,8384.61,0.59,FAT,MAL
1584,Elan,alma-a1-nsb,8386.48,0.79,FAT,MAL
1585,Elan,alma-a1-nsb,8680.98,1.27,FAT,MAL
1586,Elan,alma-a1-nsb,8683.79,0.56,FAT,MAL
1587,Elan,alma-a1-nsb,8688.46,0.73,FAT,MAL
1588,Elan,alma-a1-nsb,8689.29,0.94,FAT,MAL
1589,Elan,alma-a1-nsb,8732.4,1.13,FAT,MAL
1590,Elan,alma-a1-nsb,8779.75,0.83,FAT,MAL
1591,Elan,alma-a1-nsb,8785.26,1.53,FAT,MAL
1592,Elan,alma-a1-nsb,8798.13,0.32,FAT,MAL
1593,Elan,alma-a1-nsb,8800.39,1.26,FAT,MAL
1594,Elan,alma-a1-nsb,8804.83,4.88,FAT,MAL
1595,Elan,alma-a1-nsb,8859.7,1.63,FAT,MAL
1596,Elan,alma-a1-nsb,8865.15,1.2,FAT,MAL
1597,Elan,alma-a1-nsb,8868.74,1.14,FAT,MAL
1598,Elan,alma-a1-nsb,8872.05,0.52,FAT,MAL
1599,Elan,alma-a1-nsb,8874.31,0.34,FAT,MAL
1600,Elan,alma-a1-nsb,8887.07,0.47,FAT,MAL
1601,Elan,alma-a1-nsb,8888.9,0.62,FAT,MAL
1602,Elan,alma-a1-nsb,8890.36,0.75,FAT,MAL
1603,Elan,alma-a1-nsb,8897.15,0.46,FAT,MAL
1604,Elan,alma-a1-nsb,8903.66,1.73,FAT,MAL
1605,Elan,alma-a1-nsb,8906.65,1.08,FAT,MAL
1606,Elan,alma-a1-nsb,8963.94,0.73,FAT,MAL
1607,Elan,alma-a1-nsb,9087.11,0.65,FAT,MAL
1608,Elan,alma-a1-nsb,9088.04,2.5,FAT,MAL
1609,Elan,alma-a1-nsb,9090.54,0.88,FAT,MAL
1610,Elan,alma-a1-nsb,9096.27,1.36,FAT,MAL
1611,Elan,alma-a1-nsb,9103.21,0.99,FAT,MAL
1612,Elan,alma-a1-nsb,9132.41,0.34,FAT,MAL
1613,Elan,alma-a1-nsb,9133.86,0.94,FAT,MAL
1614,Elan,alma-a1-nsb,9157.95,1.23,FAT,MAL
1615,Elan,alma-a1-nsb,9160.08,0.45,FAT,MAL
1616,Elan,alma-a1-nsb,9161.26,0.86,FAT,MAL
1617,Elan,alma-a1-nsb,9165.15,1.48,FAT,MAL
1618,Elan,alma-a1-nsb,9168.75,1.08,FAT,MAL
1619,Elan,alma-a1-nsb,9171.68,2.15,FAT,MAL
1620,Elan,alma-a1-nsb,9176.09,0.38,FAT,MAL
1621,Elan,alma-a1-nsb,9249.95,1.14,FAT,MAL
1622,Elan,alma-a1-nsb,9272.61,1.32,FAT,MAL
1623,Elan,alma-a1-nsb,9277.54,0.95,FAT,MAL
1624,Elan,alma-a1-nsb,9308.46,1.49,FAT,MAL
1625,Elan,alma-a1-nsb,9312.23,2.7,FAT,MAL
1626,Elan,alma-a1-nsb,9343.94,0.51,FAT,MAL
1627,Elan,alma-a1-nsb,9358.02,0.59,FAT,MAL
1628,Elan,alma-a1-nsb,9358.61,0.57,FAT,MAL
1629,Elan,alma-a1-nsb,9361.51,0.45,FAT,MAL
1630,Elan,alma-a1-nsb,9362.61,0.51,FAT,MAL
1631,Elan,alma-a1-nsb,9363.12,0.39,FAT,MAL
1632,Elan,alma-a1-nsb,9363.93,0.49,FAT,MAL
1633,Elan,alma-a1-nsb,9365.58,0.47,FAT,MAL
1634,Elan,alma-a1-nsb,9366.05,0.43,FAT,MAL
1635,Elan,alma-a1-nsb,9367.39,2.39,FAT,MAL
1636,Elan,alma-a1-nsb,9370.09,0.64,FAT,MAL
1637,Elan,alma-a1-nsb,9370.73,0.47,FAT,MAL
1638,Elan,alma-a1-nsb,9372.14,0.47,FAT,MAL
1639,Elan,alma-a1-nsb,9380.02,0.78,FAT,MAL
1640,Elan,alma-a1-nsb,9384.73,2.28,FAT,MAL
1641,Elan,alma-a1-nsb,9425.3,0.93,FAT,MAL
1642,Elan,alma-a1-nsb,9426.23,1.24,FAT,MAL
1643,Elan,alma-a1-nsb,9435.98,0.52,FAT,MAL
1644,Elan,alma-a1-nsb,9523.65,0.63,FAT,MAL
1645,Elan,alma-a1-nsb,9525.76,2.52,FAT,MAL
1646,Elan,alma-a1-nsb,9529.89,0.72,FAT,MAL
1647,Elan,alma-a1-nsb,9530.6,0.8,FAT,MAL
1648,Elan,alma-a1-nsb,9531.41,1.0,FAT,MAL
1649,Elan,alma-a1-nsb,9536.36,2.85,FAT,MAL
1650,Elan,alma-a1-nsb,9546.62,0.4,FAT,MAL
1651,Elan,alma-a1-nsb,9562.26,0.57,FAT,MAL
1652,Elan,alma-a1-nsb,9575.31,1.01,FAT,MAL
1653,Elan,alma-a1-nsb,9576.32,1.8,FAT,MAL
1654,Elan,alma-a1-nsb,9596.94,0.72,FAT,MAL
1655,Elan,alma-a1-nsb,9597.65,0.51,FAT,MAL
1656,Elan,alma-a1-nsb,9598.16,0.57,FAT,MAL
1657,Elan,alma-a1-nsb,9631.71,0.91,FAT,MAL
1658,Elan,alma-a1-nsb,9634.8,1.88,FAT,MAL
1659,Elan,alma-a1-nsb,9639.0,0.33,FAT,MAL
1660,Elan,alma-a1-nsb,9641.59,0.41,FAT,MAL
1661,Elan,alma-a1-nsb,9678.61,1.31,FAT,MAL
1662,Elan,alma-a1-nsb,9680.74,0.25,FAT,MAL
1663,Elan,alma-a1-nsb,9687.61,0.4,FAT,MAL
1664,Elan,alma-a1-nsb,9739.23,3.4,FAT,MAL
1665,Elan,alma-a1-nsb,9747.99,0.59,FAT,MAL
1666,Elan,alma-a1-nsb,9749.56,0.41,FAT,MAL
1667,Elan,alma-a1-nsb,9749.96,0.84,FAT,MAL
1668,Elan,alma-a1-nsb,9750.8,2.02,FAT,MAL
1669,Elan,alma-a1-nsb,9756.8,0.74,FAT,MAL
1670,Elan,alma-a1-nsb,9757.8,0.38,FAT,MAL
1671,Elan,alma-a1-nsb,9762.05,1.15,FAT,MAL
1672,Elan,alma-a1-nsb,9763.98,0.43,FAT,MAL
1673,Elan,alma-a1-nsb,9767.25,1.43,FAT,MAL
1674,Elan,alma-a1-nsb,9775.99,0.61,FAT,MAL
1675,Elan,alma-a1-nsb,9785.64,1.38,FAT,MAL
1676,Elan,alma-a1-nsb,9788.56,0.83,FAT,MAL
1677,Elan,alma-a1-nsb,9790.78,0.37,FAT,MAL
1678,Elan,alma-a1-nsb,9791.17,34.93,FAT,MAL
1679,Elan,alma-a1-nsb,9826.1,0.5,FAT,MAL
1680,Elan,alma-a1-nsb,9827.21,1.42,FAT,MAL
1681,Elan,alma-a1-nsb,9830.12,0.38,FAT,MAL
1682,Elan,alma-a1-nsb,9832.11,13.78,FAT,MAL
1683,Elan,alma-a1-nsb,9847.01,0.77,FAT,MAL
1684,Elan,alma-a1-nsb,9849.77,0.81,FAT,MAL
1685,Elan,alma-a1-nsb,9851.28,0.94,FAT,MAL
1686,Elan,alma-a1-nsb,9853.22,1.28,FAT,MAL
1687,Elan,alma-a1-nsb,9856.38,1.4,FAT,MAL
1688,Elan,alma-a1-nsb,9860.17,1.98,FAT,MAL
1689,Elan,alma-a1-nsb,9862.31,1.16,FAT,MAL
1690,Elan,alma-a1-nsb,9864.43,4.58,FAT,MAL
1691,Elan,alma-a1-nsb,9870.75,1.41,FAT,MAL
1692,Elan,alma-a1-nsb,9874.07,1.51,FAT,MAL
1693,Elan,alma-a1-nsb,9877.58,0.36,FAT,MAL
1694,Elan,alma-a1-nsb,9877.94,5.03,FAT,MAL
1695,Elan,alma-a1-nsb,9882.98,0.39,FAT,MAL
1696,Elan,alma-a1-nsb,9899.8,0.98,FAT,MAL
1697,Elan,alma-a1-nsb,9900.77,2.33,FAT,MAL
1698,Elan,alma-a1-nsb,9903.1,3.03,FAT,MAL
1699,Elan,alma-a1-nsb,9907.94,1.03,FAT,MAL
1700,Elan,alma-a1-nsb,9910.76,0.47,FAT,MAL
1701,Elan,alma-a1-nsb,9937.87,0.47,FAT,MAL
1702,Elan,alma-a1-nsb,9949.84,0.91,FAT,MAL
1703,Elan,alma-a1-nsb,9952.21,0.7,FAT,MAL
1704,Elan,alma-a1-nsb,9954.42,0.61,FAT,MAL
1705,Elan,alma-a1-nsb,9956.55,1.19,FAT,MAL
1706,Elan,alma-a1-nsb,9957.74,28.9,FAT,MAL
1707,Elan,alma-a1-nsb,9986.64,1.34,FAT,MAL
1708,Elan,alma-a1-nsb,9989.26,0.74,FAT,MAL
1709,Elan,alma-a1-nsb,9990.19,0.77,FAT,MAL
1710,Elan,alma-a1-nsb,9991.1,0.4,FAT,MAL
1711,Elan,alma-a1-nsb,9992.22,1.18,FAT,MAL
1712,Elan,alma-a1-nsb,9993.4,1.88,FAT,MAL
1713,Elan,alma-a1-nsb,9995.6,0.86,FAT,MAL
1714,Elan,alma-a1-nsb,9996.47,0.44,FAT,MAL
1715,Elan,alma-a1-nsb,9996.91,1.49,FAT,MAL
1716,Elan,alma-a1-nsb,9999.49,1.31,FAT,MAL
1717,Elan,alma-a1-nsb,10003.25,0.95,FAT,MAL
1718,Elan,alma-a1-nsb,10007.88,3.13,FAT,MAL
1719,Elan,alma-a1-nsb,10011.53,0.74,FAT,MAL
1720,Elan,alma-a1-nsb,10013.53,0.49,FAT,MAL
1721,Elan,alma-a1-nsb,10014.02,0.6,FAT,MAL
1722,Elan,alma-a1-nsb,10014.95,0.67,FAT,MAL
1723,Elan,alma-a1-nsb,10017.27,3.23,FAT,MAL
1724,Elan,alma-a1-nsb,10021.51,0.66,FAT,MAL
1725,Elan,alma-a1-nsb,10023.99,1.78,FAT,MAL
1726,Elan,alma-a1-nsb,10025.97,0.82,FAT,MAL
1727,Elan,alma-a1-nsb,10026.79,1.33,FAT,MAL
1728,Elan,alma-a1-nsb,10028.12,0.7,FAT,MAL
1729,Elan,alma-a1-nsb,10045.43,2.18,FAT,MAL
1730,Elan,alma-a1-nsb,10048.38,0.88,FAT,MAL
1731,Elan,alma-a1-nsb,10053.97,2.22,FAT,MAL
1732,Elan,alma-a1-nsb,10056.19,0.4,FAT,MAL
1733,Elan,alma-a1-nsb,10057.73,1.7,FAT,MAL
1734,Elan,alma-a1-nsb,10063.75,2.44,FAT,MAL
1735,Elan,alma-a1-nsb,10067.97,0.58,FAT,MAL
1736,Elan,alma-a1-nsb,10068.95,1.23,FAT,MAL
1737,Elan,alma-a1-nsb,10071.35,2.03,FAT,MAL
1738,Elan,alma-a1-nsb,10074.62,1.56,FAT,MAL
1739,Elan,alma-a1-nsb,10083.31,1.48,FAT,MAL
1740,Elan,alma-a1-nsb,10096.7,3.47,FAT,MAL
1741,Elan,alma-a1-nsb,10102.79,2.11,FAT,MAL
1742,Elan,alma-a1-nsb,10168.63,1.56,FAT,MAL
1743,Elan,alma-a1-nsb,10171.86,0.45,FAT,MAL
1744,Elan,alma-a1-nsb,10172.8,0.96,FAT,MAL
1745,Elan,alma-a1-nsb,10173.77,0.49,FAT,MAL
1746,Elan,alma-a1-nsb,10174.96,0.61,FAT,MAL
1747,Elan,alma-a1-nsb,10175.57,0.75,FAT,MAL
1748,Elan,alma-a1-nsb,10183.54,1.31,FAT,MAL
1749,Elan,alma-a1-nsb,10184.85,1.12,FAT,MAL
1750,Elan,alma-a1-nsb,10187.57,3.16,FAT,MAL
1751,Elan,alma-a1-nsb,10194.67,2.16,FAT,MAL
1752,Elan,alma-a1-nsb,10197.8,2.48,FAT,MAL
1753,Elan,alma-a1-nsb,10200.62,1.37,FAT,MAL
1754,Elan,alma-a1-nsb,10202.82,1.37,FAT,MAL
1755,Elan,alma-a1-nsb,10204.19,0.49,FAT,MAL
1756,Elan,alma-a1-nsb,10204.88,0.48,FAT,MAL
1757,Elan,alma-a1-nsb,10205.98,2.62,FAT,MAL
1758,Elan,alma-a1-nsb,10208.8,0.42,FAT,MAL
1759,Elan,alma-a1-nsb,10210.57,1.31,FAT,MAL
1760,Elan,alma-a1-nsb,10214.52,0.48,FAT,MAL
1761,Elan,alma-a1-nsb,10218.88,1.32,FAT,MAL
1762,Elan,alma-a1-nsb,10223.54,0.87,FAT,MAL
1763,Elan,alma-a1-nsb,10226.38,0.44,FAT,MAL
1764,Elan,alma-a1-nsb,10229.14,0.66,FAT,MAL
1765,Elan,alma-a1-nsb,10230.92,0.67,FAT,MAL
1766,Elan,alma-a1-nsb,10233.05,0.59,FAT,MAL
1767,Elan,alma-a1-nsb,10240.08,0.73,FAT,MAL
1768,Elan,alma-a1-nsb,10240.81,0.95,FAT,MAL
1769,Elan,alma-a1-nsb,10243.13,1.48,FAT,MAL
1770,Elan,alma-a1-nsb,10254.11,1.81,FAT,MAL
1771,Elan,alma-a1-nsb,10258.5,0.98,FAT,MAL
1772,Elan,alma-a1-nsb,10261.37,0.87,FAT,MAL
1773,Elan,alma-a1-nsb,10262.64,0.36,FAT,MAL
1774,Elan,alma-a1-nsb,10263.86,0.45,FAT,MAL
1775,Elan,alma-a1-nsb,10265.06,0.63,FAT,MAL
1776,Elan,alma-a1-nsb,10265.83,0.71,FAT,MAL
1777,Elan,alma-a1-nsb,10267.55,0.27,FAT,MAL
1778,Elan,alma-a1-nsb,10267.87,0.87,FAT,MAL
1779,Elan,alma-a1-nsb,10270.67,0.49,FAT,MAL
1780,Elan,alma-a1-nsb,10273.52,0.24,FAT,MAL
1781,Elan,alma-a1-nsb,10281.16,1.68,FAT,MAL
1782,Elan,alma-a1-nsb,10283.37,0.37,FAT,MAL
1783,Elan,alma-a1-nsb,10284.27,1.87,FAT,MAL
1784,Elan,alma-a1-nsb,10286.14,0.94,FAT,MAL
1785,Elan,alma-a1-nsb,10288.68,0.33,FAT,MAL
1786,Elan,alma-a1-nsb,10289.74,1.01,FAT,MAL
1787,Elan,alma-a1-nsb,10293.67,0.43,FAT,MAL
1788,Elan,alma-a1-nsb,10295.35,0.62,FAT,MAL
1789,Elan,alma-a1-nsb,10302.52,0.88,FAT,MAL
1790,Elan,alma-a1-nsb,10306.38,0.43,FAT,MAL
1791,Elan,alma-a1-nsb,10308.18,0.82,FAT,MAL
1792,Elan,alma-a1-nsb,10309.11,1.25,FAT,MAL
1793,Elan,alma-a1-nsb,10311.25,0.81,FAT,MAL
1794,Elan,alma-a1-nsb,10312.06,0.43,FAT,MAL
1795,Elan,alma-a1-nsb,10312.49,0.61,FAT,MAL
1796,Elan,alma-a1-nsb,10313.43,0.51,FAT,MAL
1797,Elan,alma-a1-nsb,10324.25,0.42,FAT,MAL
1798,Elan,alma-a1-nsb,10329.01,1.55,FAT,MAL
1799,Elan,alma-a1-nsb,10330.99,0.51,FAT,MAL
1800,Elan,alma-a1-nsb,10333.0,1.14,FAT,MAL
1801,Elan,alma-a1-nsb,10334.99,0.73,FAT,MAL
1802,Elan,alma-a1-nsb,10337.39,0.32,FAT,MAL
1803,Elan,alma-a1-nsb,10339.89,0.94,FAT,MAL
1804,Elan,alma-a1-nsb,10340.83,0.89,FAT,MAL
1805,Elan,alma-a1-nsb,10341.72,2.71,FAT,MAL
1806,Elan,alma-a1-nsb,10345.41,1.07,FAT,MAL
1807,Elan,alma-a1-nsb,10346.48,1.03,FAT,MAL
1808,Elan,alma-a1-nsb,10347.55,1.04,FAT,MAL
1809,Elan,alma-a1-nsb,10349.58,1.08,FAT,MAL
1810,Elan,alma-a1-nsb,10351.37,2.69,FAT,MAL
1811,Elan,alma-a1-nsb,10354.86,1.08,FAT,MAL
1812,Elan,alma-a1-nsb,10385.27,0.79,FAT,MAL
1813,Elan,alma-a1-nsb,10390.17,0.37,FAT,MAL
1814,Elan,alma-a1-nsb,10395.32,1.39,FAT,MAL
1815,Elan,alma-a1-nsb,10396.72,0.98,FAT,MAL
1816,Elan,alma-a1-nsb,10454.72,0.72,FAT,MAL
1817,Elan,alma-a1-nsb,10491.47,2.73,FAT,MAL
1818,Elan,alma-a1-nsb,10495.92,3.41,FAT,MAL
1819,Elan,alma-a1-nsb,10500.22,0.48,FAT,MAL
1820,Elan,alma-a1-nsb,10501.19,1.45,FAT,MAL
1821,Elan,alma-a1-nsb,10502.78,3.47,FAT,MAL
1822,Elan,alma-a1-nsb,10509.62,2.11,FAT,MAL
1823,Elan,alma-a1-nsb,10515.27,5.05,FAT,MAL
1824,Elan,alma-a1-nsb,10521.21,0.74,FAT,MAL
1825,Elan,alma-a1-nsb,10524.39,0.87,FAT,MAL
1826,Elan,alma-a1-nsb,10553.12,1.8,FAT,MAL
1827,Elan,alma-a1-nsb,10598.62,2.49,FAT,MAL
1828,Elan,alma-a1-nsb,10601.52,1.44,FAT,MAL
1829,Elan,alma-a1-nsb,10605.47,0.33,FAT,MAL
1830,Elan,alma-a1-nsb,10608.4,0.39,FAT,MAL
1831,Elan,alma-a1-nsb,10610.86,1.59,FAT,MAL
1832,Elan,alma-a1-nsb,10613.99,2.06,FAT,MAL
1833,Elan,alma-a1-nsb,10617.3,1.85,FAT,MAL
1834,Elan,alma-a1-nsb,10620.87,1.14,FAT,MAL
1835,Elan,alma-a1-nsb,10629.69,0.52,FAT,MAL
1836,Elan,alma-a1-nsb,10633.38,0.44,FAT,MAL
1837,Elan,alma-a1-nsb,10634.44,2.09,FAT,MAL
1838,Elan,alma-a1-nsb,10641.22,0.65,FAT,MAL
1839,Elan,alma-a1-nsb,10644.39,1.22,FAT,MAL
1840,Elan,alma-a1-nsb,10646.44,1.23,FAT,MAL
1841,Elan,alma-a1-nsb,10650.77,0.39,FAT,MAL
1842,Elan,alma-a1-nsb,10651.72,1.16,FAT,MAL
1843,Elan,alma-a1-nsb,10653.81,4.92,FAT,MAL
1844,Elan,alma-a1-nsb,10660.95,0.35,FAT,MAL
1845,Elan,alma-a1-nsb,10662.77,0.77,FAT,MAL
1846,Elan,alma-a1-nsb,10665.9,0.84,FAT,MAL
1847,Elan,alma-a1-nsb,10668.02,0.32,FAT,MAL
1848,Elan,alma-a1-nsb,10671.85,0.75,FAT,MAL
1849,Elan,alma-a1-nsb,10673.68,1.08,FAT,MAL
1850,Elan,alma-a1-nsb,10678.4,3.12,FAT,MAL
1851,Elan,alma-a1-nsb,10682.57,1.19,FAT,MAL
1852,Elan,alma-a1-nsb,10683.77,0.56,FAT,MAL
1853,Elan,alma-a1-nsb,10685.45,0.76,FAT,MAL
1854,Elan,alma-a1-nsb,10686.22,6.06,FAT,MAL
1855,Elan,alma-a1-nsb,10692.52,0.43,FAT,MAL
1856,Elan,alma-a1-nsb,10695.18,0.59,FAT,MAL
1857,Elan,alma-a1-nsb,10699.22,0.68,FAT,MAL
1858,Elan,alma-a1-nsb,10705.86,0.52,FAT,MAL
1859,Elan,alma-a1-nsb,10707.32,0.56,FAT,MAL
1860,Elan,alma-a1-nsb,10709.43,0.8,FAT,MAL
1861,Elan,alma-a1-nsb,10724.93,1.1,FAT,MAL
1862,Elan,alma-a1-nsb,10729.21,0.56,FAT,MAL
1863,Elan,alma-a1-nsb,10743.64,0.52,FAT,MAL
1864,Elan,alma-a1-nsb,10747.42,0.44,FAT,MAL
1865,Elan,alma-a1-nsb,10755.38,0.55,FAT,MAL
1866,Elan,alma-a1-nsb,10756.21,0.62,FAT,MAL
1867,Elan,alma-a1-nsb,10756.83,2.77,FAT,MAL
1868,Elan,alma-a1-nsb,10761.6,1.69,FAT,MAL
1869,Elan,alma-a1-nsb,10763.71,1.36,FAT,MAL
1870,Elan,alma-a1-nsb,10769.6,0.97,FAT,MAL
1871,Elan,alma-a1-nsb,10771.83,1.64,FAT,MAL
1872,Elan,alma-a1-nsb,10774.31,0.82,FAT,MAL
1873,Elan,alma-a1-nsb,10777.77,0.68,FAT,MAL
1874,Elan,alma-a1-nsb,10778.64,0.36,FAT,MAL
1875,Elan,alma-a1-nsb,10779.33,1.34,FAT,MAL
1876,Elan,alma-a1-nsb,10784.92,1.17,FAT,MAL
1877,Elan,alma-a1-nsb,10786.61,0.77,FAT,MAL
1878,Elan,alma-a1-nsb,10788.61,1.29,FAT,MAL
1879,Elan,alma-a1-nsb,10790.79,2.07,FAT,MAL
1880,Elan,alma-a1-nsb,10795.73,0.58,FAT,MAL
1881,Elan,alma-a1-nsb,10798.03,0.69,FAT,MAL
1882,Elan,alma-a1-nsb,10798.74,1.05,FAT,MAL
1883,Elan,alma-a1-nsb,8319.13,0.36,MUJ,FEM
1884,Elan,alma-a1-nsb,8329.98,0.61,MUJ,FEM
1885,Elan,alma-a1-nsb,8440.19,4.32,MUJ,FEM
1886,Elan,alma-a1-nsb,8444.91,5.7,MUJ,FEM
1887,Elan,alma-a1-nsb,8452.13,0.71,MUJ,FEM
1888,Elan,alma-a1-nsb,8453.31,3.98,MUJ,FEM
1889,Elan,alma-a1-nsb,8457.44,2.58,MUJ,FEM
1890,Elan,alma-a1-nsb,8462.69,6.88,MUJ,FEM
1891,Elan,alma-a1-nsb,8470.72,2.36,MUJ,FEM
1892,Elan,alma-a1-nsb,8490.41,9.76,MUJ,FEM
1893,Elan,alma-a1-nsb,8500.6,0.98,MUJ,FEM
1894,Elan,alma-a1-nsb,8501.61,1.27,MUJ,FEM
1895,Elan,alma-a1-nsb,8502.88,1.38,MUJ,FEM
1896,Elan,alma-a1-nsb,8505.98,1.15,MUJ,FEM
